comment_text,original_line,field_count,clean_text,sentiment,confidence,topic,emotions,anger,disgust,fear,joy,neutral,sadness,surprise,anger_linguistic,disgust_linguistic,fear_linguistic,joy_linguistic,neutral_linguistic,sadness_linguistic,surprise_linguistic,anger_sentence_count,disgust_sentence_count,fear_sentence_count,joy_sentence_count,neutral_sentence_count,sadness_sentence_count,surprise_sentence_count,dominant_emotion,smart_topic_labels,detected_country,analysis_source,export_timestamp
"text: I was really in a anger+sad state throughout the video, in an era when countries r targeting for development, equality, opportunities, some countries like these r going down the reverse path. It really hurt my soul💔\n\nGirls plss stand up bcq it'll only get worse from here on out, it's only secondary education now but soon it will be primary and universities too, now is the time when u still have knowledge and r not brainwashed, otherwise it'll be too late later unless some other country comes again like us",914,11,text really angersad state throughout video era countries targeting development equality opportunities countries like going reverse path really hurt soulnngirls plss stand bcq itll get worse secondary education soon primary universities time still knowledge brainwashed otherwise itll late later unless country comes like,negative,0.7902746200561523,0,"{'anger': 0.08829396963119507, 'disgust': 0.0021541574969887733, 'fear': 0.0013059303164482117, 'joy': 0.05411415174603462, 'neutral': 0.03181174769997597, 'sadness': 0.7813230752944946, 'surprise': 0.04099688678979874, 'sadness_linguistic': 2.4, 'neutral_linguistic': 1.2, 'sadness_sentence_count': 1, 'neutral_sentence_count': 1}",0.08829396963119507,0.0021541574969887733,0.0013059303164482117,0.05411415174603462,0.03181174769997597,0.7813230752944946,0.04099688678979874,0.0,0.0,0.0,0.0,1.2,2.4,0.0,0,0,0,0,1,1,0,sadness,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: So brave ladies .we can all together can do anything for this women,916,11,text brave ladies together anything women,positive,0.9109340906143188,0,"{'anger': 0.013902793638408184, 'disgust': 0.0017935166833922267, 'fear': 0.016878701746463776, 'joy': 0.1769750416278839, 'neutral': 0.7198818922042847, 'sadness': 0.005815158132463694, 'surprise': 0.06475280225276947}",0.013902793638408184,0.0017935166833922267,0.016878701746463776,0.1769750416278839,0.7198818922042847,0.005815158132463694,0.06475280225276947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: Islam is CANCER😂😂...they think girls as a sexslave,giving births to 100 childs",917,11,text islam cancerthey think girls sexslavegiving births childs,negative,0.8718100786209106,68,"{'anger': 0.02097710780799389, 'disgust': 0.010814463719725609, 'fear': 0.003105572424829006, 'joy': 0.09594903886318207, 'neutral': 0.713346004486084, 'sadness': 0.03513149544596672, 'surprise': 0.12067624926567078}",0.02097710780799389,0.010814463719725609,0.003105572424829006,0.09594903886318207,0.713346004486084,0.03513149544596672,0.12067624926567078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral,Iraq & Pic,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: I'm from Afghanistan. And if you go there, you saw those men wearing a hat and getting a gun, right? Those are people who protect the country like if you make one of them you're dying. They will shoot you and it's like in Afghanistan. People used to like get like teeth. I mean like Robert.  Someone got their phone and those who protect the country. If they say if you do that again, you will get a consequence. And yeah, I love Afghanistan",918,11,text afghanistan saw men wearing hat getting gun right people protect country like make one youre dying shoot like afghanistan people used like get like teeth mean like robert someone got phone protect country say get consequence yeah love afghanistan,negative,0.4802473783493042,48,"{'anger': 0.5230901837348938, 'disgust': 0.0017776635941118002, 'fear': 0.010286386124789715, 'joy': 0.03341994434595108, 'neutral': 0.1658370941877365, 'sadness': 0.0716828852891922, 'surprise': 0.19390583038330078, 'joy_linguistic': 1.0, 'anger_linguistic': 1.0, 'love_linguistic': 1.0, 'joy_sentence_count': 1, 'anger_sentence_count': 1, 'love_sentence_count': 1}",0.5230901837348938,0.0017776635941118002,0.010286386124789715,0.03341994434595108,0.1658370941877365,0.0716828852891922,0.19390583038330078,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,anger,Paid & Sit,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: If I  had to live in that repressive a society, I  think I'd probably kill myself from despair.",919,11,text live repressive society think probably kill despair,negative,0.9245870113372803,-1,"{'anger': 0.004827398806810379, 'disgust': 0.0019382183672860265, 'fear': 0.9096848368644714, 'joy': 0.0038016662001609802, 'neutral': 0.010207553394138813, 'sadness': 0.06853155046701431, 'surprise': 0.0010087549453601241, 'neutral_linguistic': 1.0, 'neutral_sentence_count': 1}",0.004827398806810379,0.0019382183672860265,0.9096848368644714,0.0038016662001609802,0.010207553394138813,0.06853155046701431,0.0010087549453601241,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,fear,Other Topics,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: These women are absolutely amazing, breath taking and powerful. I wish them all the inner strength and courage in the world to never ever leave them.",920,11,text women absolutely amazing breath taking powerful wish inner strength courage world never ever leave,positive,0.9679843783378601,29,"{'anger': 0.011204974725842476, 'disgust': 0.0018942666938528419, 'fear': 0.07543973624706268, 'joy': 0.4074467420578003, 'neutral': 0.16021683812141418, 'sadness': 0.01163791585713625, 'surprise': 0.3321595788002014, 'neutral_linguistic': 0.6, 'anger_linguistic': 1.2, 'surprise_linguistic': 1.2, 'joy_sentence_count': 1, 'anger_sentence_count': 1, 'surprise_sentence_count': 1}",0.011204974725842476,0.0018942666938528419,0.07543973624706268,0.4074467420578003,0.16021683812141418,0.01163791585713625,0.3321595788002014,1.2,0.0,0.0,0.0,0.6,0.0,1.2,1,0,0,1,0,0,1,surprise,Language & Video,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: Poor little things! I hope they get everything they dream of.,921,11,text poor little things hope get everything dream,negative,0.40464410185813904,-1,"{'anger': 0.009603507816791534, 'disgust': 0.001937704160809517, 'fear': 0.003881228156387806, 'joy': 0.0847681388258934, 'neutral': 0.25977104902267456, 'sadness': 0.6042470932006836, 'surprise': 0.03579127788543701}",0.009603507816791534,0.001937704160809517,0.003881228156387806,0.0847681388258934,0.25977104902267456,0.6042470932006836,0.03579127788543701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,sadness,Other Topics,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: When is this changed into a normal society for instance the western world, horrible culture",922,11,text changed normal society instance western world horrible culture,negative,0.9109851121902466,0,"{'anger': 0.019050927832722664, 'disgust': 0.011393347755074501, 'fear': 0.9410172700881958, 'joy': 0.002372644143179059, 'neutral': 0.002438571071252227, 'sadness': 0.006255653221160173, 'surprise': 0.01747155748307705, 'fear_linguistic': 1.0, 'disgust_linguistic': 1.0, 'fear_sentence_count': 1, 'disgust_sentence_count': 1}",0.019050927832722664,0.011393347755074501,0.9410172700881958,0.002372644143179059,0.002438571071252227,0.006255653221160173,0.01747155748307705,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,fear,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: Al Jazeera show the suffering of minorities in Afghanisthan ,pakisthan",923,11,text jazeera show suffering minorities afghanisthan pakisthan,negative,0.787510097026825,0,"{'anger': 0.0018717496423050761, 'disgust': 0.0008057123050093651, 'fear': 0.0019475389271974564, 'joy': 0.007385502569377422, 'neutral': 0.004295415244996548, 'sadness': 0.9802162051200867, 'surprise': 0.0034778716508299112, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.0018717496423050761,0.0008057123050093651,0.0019475389271974564,0.007385502569377422,0.004295415244996548,0.9802162051200867,0.0034778716508299112,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,sadness,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: Taliban leaders are the true gems of Islam in the recent world they follow the sharia given by Allah swt & about women empowerment Our Prophet Muhammad SAW was the person who stopped the burying of the small girls during the ruling of qureshe Makkah The women who truly the value of Islam the value of hijab will never go against shariyah & if she follows shariyah it will be beneficial for her in this world & hereafter akhirah the life after death the real life we believe of Jazakallah Khair…..!,924,11,text taliban leaders true gems islam recent world follow sharia given allah swt women empowerment prophet muhammad saw person stopped burying small girls ruling qureshe makkah women truly value islam value hijab never shariyah follows shariyah beneficial world hereafter akhirah life death real life believe jazakallah khair,positive,0.640970766544342,0,"{'anger': 0.01978677324950695, 'disgust': 0.00093420734629035, 'fear': 0.00238256948068738, 'joy': 0.5746397376060486, 'neutral': 0.17692235112190247, 'sadness': 0.04653172194957733, 'surprise': 0.17880263924598694, 'sadness_linguistic': 1.0, 'anger_linguistic': 1.0, 'neutral_linguistic': 0.5, 'sadness_sentence_count': 1, 'anger_sentence_count': 1, 'love_sentence_count': 1, 'neutral_sentence_count': 1}",0.01978677324950695,0.00093420734629035,0.00238256948068738,0.5746397376060486,0.17692235112190247,0.04653172194957733,0.17880263924598694,1.0,0.0,0.0,0.0,0.5,1.0,0.0,1,0,0,0,1,1,0,sadness,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: These women are literally being paid to NOT work and they are STILL crying \patriarchy.\ That is insane!,925,11,text women literally paid work still crying patriarchy insane,negative,0.9356985092163086,10,"{'anger': 0.8150996565818787, 'disgust': 0.03089364431798458, 'fear': 0.015118638053536415, 'joy': 0.0015420776326209307, 'neutral': 0.04801269993185997, 'sadness': 0.022417666390538216, 'surprise': 0.0669155940413475, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.8150996565818787,0.03089364431798458,0.015118638053536415,0.0015420776326209307,0.04801269993185997,0.022417666390538216,0.0669155940413475,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,anger,Children & Husband,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: Convertion in west shows that western women and men wanted this life,926,11,text convertion west shows western women men wanted life,neutral,0.7966744303703308,0,"{'anger': 0.017127113416790962, 'disgust': 0.005108203738927841, 'fear': 0.0017576933605596423, 'joy': 0.13203421235084534, 'neutral': 0.6642112731933594, 'sadness': 0.04030390828847885, 'surprise': 0.13945764303207397}",0.017127113416790962,0.005108203738927841,0.0017576933605596423,0.13203421235084534,0.6642112731933594,0.04030390828847885,0.13945764303207397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: The true nature of islam,927,11,text true nature islam,neutral,0.885461688041687,0,"{'anger': 0.0186767578125, 'disgust': 0.004278590902686119, 'fear': 0.002249880926683545, 'joy': 0.02172859199345112, 'neutral': 0.8303398489952087, 'sadness': 0.010549722239375114, 'surprise': 0.11217659711837769, 'neutral_linguistic': 1.0, 'neutral_sentence_count': 1}",0.0186767578125,0.004278590902686119,0.002249880926683545,0.02172859199345112,0.8303398489952087,0.010549722239375114,0.11217659711837769,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,neutral,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: Maybe in your clown world, but most muslim women want to be educated and don't want to be a servant to their husbands.",929,11,text maybe clown world muslim women want educated dont want servant husbands,negative,0.5337399244308472,0,"{'anger': 0.031495362520217896, 'disgust': 0.0019209884339943528, 'fear': 0.003075205720961094, 'joy': 0.07787948846817017, 'neutral': 0.6683260798454285, 'sadness': 0.1605738401412964, 'surprise': 0.056728944182395935, 'sadness_linguistic': 1.0, 'neutral_linguistic': 1.0, 'sadness_sentence_count': 1, 'neutral_sentence_count': 1}",0.031495362520217896,0.0019209884339943528,0.003075205720961094,0.07787948846817017,0.6683260798454285,0.1605738401412964,0.056728944182395935,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,1,0,neutral,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: 75% of all converts to Islam  leave the religion even then most converts don't live like they're in the 7th century,  also people voted for a certain government in 1933, people make rash and irrational decisions.",930,11,text converts islam leave religion even converts dont live like theyre century also people voted certain government people make rash irrational decisions,negative,0.8000932335853577,0,"{'anger': 0.9196050763130188, 'disgust': 0.002776977140456438, 'fear': 0.06280014663934708, 'joy': 0.0018189209513366222, 'neutral': 0.005641521420329809, 'sadness': 0.0016449131071567535, 'surprise': 0.005712446290999651, 'neutral_linguistic': 1.0, 'neutral_sentence_count': 1}",0.9196050763130188,0.002776977140456438,0.06280014663934708,0.0018189209513366222,0.005641521420329809,0.0016449131071567535,0.005712446290999651,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,anger,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: no there are so many muslim countries which are no where near the way afghanistan is,931,11,text many muslim countries near way afghanistan,negative,0.6621510982513428,16,"{'anger': 0.04522763192653656, 'disgust': 0.012776651419699192, 'fear': 0.0544443354010582, 'joy': 0.008221687749028206, 'neutral': 0.5798535346984863, 'sadness': 0.12057667225599289, 'surprise': 0.17889940738677979}",0.04522763192653656,0.012776651419699192,0.0544443354010582,0.008221687749028206,0.5798535346984863,0.12057667225599289,0.17889940738677979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral,Jesus & Christ,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: ThiS is all because US who fight for 20 yrs in afganistan which totally destroy their lives n everything now they are free n totally have freedom from US army ...,932,11,text fight yrs afganistan totally destroy lives everything free totally freedom army,negative,0.5693828463554382,16,"{'anger': 0.8800046443939209, 'disgust': 0.0026296484284102917, 'fear': 0.006855080835521221, 'joy': 0.006408259738236666, 'neutral': 0.026995055377483368, 'sadness': 0.06549020856618881, 'surprise': 0.011617101728916168}",0.8800046443939209,0.0026296484284102917,0.006855080835521221,0.006408259738236666,0.026995055377483368,0.06549020856618881,0.011617101728916168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,anger,Jesus & Christ,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: The soldiers are all home and that happens,933,11,text soldiers home happens,neutral,0.8716964721679688,0,"{'anger': 0.007624261546880007, 'disgust': 0.0019002854824066162, 'fear': 0.003965304233133793, 'joy': 0.007347439881414175, 'neutral': 0.8190211653709412, 'sadness': 0.015836020931601524, 'surprise': 0.14430558681488037}",0.007624261546880007,0.0019002854824066162,0.003965304233133793,0.007347439881414175,0.8190211653709412,0.015836020931601524,0.14430558681488037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: Yes, let's turn a highly moral, traditional and family oriented society into a depraved western one... Western society is a joke... Broken families everywhere, both parents working long hours just to pay the bills, 50% divorce rates, gay marriage, abortions through the roof etc... Westerners should be the very last on earth to be looking down or giving advice...",934,11,text yes lets turn highly moral traditional family oriented society depraved western one western society joke broken families everywhere parents working long hours pay bills divorce rates gay marriage abortions roof etc westerners last earth looking giving advice,negative,0.9055044651031494,0,"{'anger': 0.33415839076042175, 'disgust': 0.05595506355166435, 'fear': 0.005725596100091934, 'joy': 0.030334217473864555, 'neutral': 0.018657701089978218, 'sadness': 0.5458376407623291, 'surprise': 0.009331366047263145, 'sadness_linguistic': 1.2, 'sadness_sentence_count': 1}",0.33415839076042175,0.05595506355166435,0.005725596100091934,0.030334217473864555,0.018657701089978218,0.5458376407623291,0.009331366047263145,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0,0,0,0,0,1,0,sadness,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: This video is beautiful thank you,935,11,text video beautiful thank,positive,0.9837064743041992,0,"{'anger': 0.009626990184187889, 'disgust': 0.0020763641223311424, 'fear': 0.0012966031208634377, 'joy': 0.7184957265853882, 'neutral': 0.16426199674606323, 'sadness': 0.009595244191586971, 'surprise': 0.09464699774980545, 'love_linguistic': 1.0, 'love_sentence_count': 1}",0.009626990184187889,0.0020763641223311424,0.0012966031208634377,0.7184957265853882,0.16426199674606323,0.009595244191586971,0.09464699774980545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,joy,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: We swim, we weaken, change it. Please fight for your children fight for your daughters Your man live in the middle ages. They forget who gave them life Nurture them. A bunch of evil  men",936,11,text swim weaken change please fight children fight daughters man live middle ages forget gave life nurture bunch evil men,negative,0.9074044227600098,0,"{'anger': 0.15321217477321625, 'disgust': 0.0021856140810996294, 'fear': 0.012511687353253365, 'joy': 0.05906485393643379, 'neutral': 0.49937307834625244, 'sadness': 0.23969687521457672, 'surprise': 0.03395573049783707, 'fear_linguistic': 1.0, 'fear_sentence_count': 1}",0.15321217477321625,0.0021856140810996294,0.012511687353253365,0.05906485393643379,0.49937307834625244,0.23969687521457672,0.03395573049783707,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,fear,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: Islam is a disease to this humankind. Who is islam to give Either men or women any right. This is total nonsense,937,11,text islam disease humankind islam give either men women right total nonsense,negative,0.9358028769493103,26,"{'anger': 0.4164087474346161, 'disgust': 0.10883582383394241, 'fear': 0.00617578299716115, 'joy': 0.004680265672504902, 'neutral': 0.43710413575172424, 'sadness': 0.020170431584119797, 'surprise': 0.006624750792980194}",0.4164087474346161,0.10883582383394241,0.00617578299716115,0.004680265672504902,0.43710413575172424,0.020170431584119797,0.006624750792980194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral,هشامبربه & Nigeria,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: Modern day American feminist need to shut their mouth and be glad they live like that they do compared to this.,938,11,text modern day american feminist need shut mouth glad live like compared,negative,0.7466551065444946,0,"{'anger': 0.02173342928290367, 'disgust': 0.0012289445148780942, 'fear': 0.0012894393876194954, 'joy': 0.7273874878883362, 'neutral': 0.1340574473142624, 'sadness': 0.03807220607995987, 'surprise': 0.07623109966516495, 'joy_linguistic': 1.0, 'joy_sentence_count': 1}",0.02173342928290367,0.0012289445148780942,0.0012894393876194954,0.7273874878883362,0.1340574473142624,0.03807220607995987,0.07623109966516495,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,joy,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: They are not restoring order to islam they are restoring it to what they want,939,11,text restoring order islam restoring want,neutral,0.4918779730796814,0,"{'anger': 0.018885012716054916, 'disgust': 0.0022330177016556263, 'fear': 0.0016765178879722953, 'joy': 0.013587042689323425, 'neutral': 0.8867139220237732, 'sadness': 0.022025052458047867, 'surprise': 0.05487947538495064}",0.018885012716054916,0.0022330177016556263,0.0016765178879722953,0.013587042689323425,0.8867139220237732,0.022025052458047867,0.05487947538495064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: It's okay to be forcibly married to a worthless man. And live in poverty.,940,11,text okay forcibly married worthless man live poverty,negative,0.8630850315093994,-1,"{'anger': 0.5536611080169678, 'disgust': 0.15366604924201965, 'fear': 0.020465392619371414, 'joy': 0.005841906648129225, 'neutral': 0.13601119816303253, 'sadness': 0.12598922848701477, 'surprise': 0.004365160129964352}",0.5536611080169678,0.15366604924201965,0.020465392619371414,0.005841906648129225,0.13601119816303253,0.12598922848701477,0.004365160129964352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,anger,Other Topics,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: I hope they change their attitude about school, everyone has a fundamental right to education,",941,11,text hope change attitude school everyone fundamental right education,neutral,0.5831587314605713,51,"{'anger': 0.020240554586052895, 'disgust': 0.0025236632209271193, 'fear': 0.006339069455862045, 'joy': 0.3070928156375885, 'neutral': 0.6309227347373962, 'sadness': 0.005340060219168663, 'surprise': 0.027541177347302437, 'joy_linguistic': 1.0, 'joy_sentence_count': 1}",0.020240554586052895,0.0025236632209271193,0.006339069455862045,0.3070928156375885,0.6309227347373962,0.005340060219168663,0.027541177347302437,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,joy,Sick & Liked,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: Islamic theocracies are the worst.,942,11,text islamic theocracies worst,negative,0.9379927515983582,36,"{'anger': 0.08245570957660675, 'disgust': 0.8643316030502319, 'fear': 0.005184038542211056, 'joy': 0.003690421348437667, 'neutral': 0.014906342141330242, 'sadness': 0.02612401731312275, 'surprise': 0.003307761624455452}",0.08245570957660675,0.8643316030502319,0.005184038542211056,0.003690421348437667,0.014906342141330242,0.02612401731312275,0.003307761624455452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,disgust,Oppression & Barbaric,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: I met an Afghani woman, and she helped me resume my career teaching her kids at home when I was unemployed. Seriously these women are amazing when they said they want to show the world that they can do so much and help. They meant it! I am forever grateful for her helping me. They are extremely smart and intelligent.",943,11,text met afghani woman helped resume career teaching kids home unemployed seriously women amazing said want show world much help meant forever grateful helping extremely smart intelligent,positive,0.9779688715934753,74,"{'anger': 0.00775379640981555, 'disgust': 0.00039709522388875484, 'fear': 0.0023301008623093367, 'joy': 0.17033164203166962, 'neutral': 0.06612267345190048, 'sadness': 0.058225616812705994, 'surprise': 0.6948390603065491, 'joy_linguistic': 1.2, 'anger_linguistic': 1.2, 'surprise_linguistic': 1.2, 'love_linguistic': 1.2, 'joy_sentence_count': 1, 'anger_sentence_count': 1, 'surprise_sentence_count': 1, 'love_sentence_count': 1}",0.00775379640981555,0.00039709522388875484,0.0023301008623093367,0.17033164203166962,0.06612267345190048,0.058225616812705994,0.6948390603065491,1.2,0.0,0.0,1.2,0.0,0.0,1.2,1,0,0,1,0,0,1,surprise,Planet & Imaginary,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: I wanted to watch that documentary, but just seeing these talibans made me want to piuke. How could these guys give themselves the right to destroy the lives of  millions of women in the name of their horrible religion!!! I really feel for the women of Afghanistan 😢",944,11,text wanted watch documentary seeing talibans made want piuke could guys give right destroy lives millions women name horrible religion really feel women afghanistan,negative,0.9367597103118896,0,"{'anger': 0.02350672520697117, 'disgust': 0.0008010498131625354, 'fear': 0.8950545787811279, 'joy': 0.014686230570077896, 'neutral': 0.0033072629012167454, 'sadness': 0.04477078467607498, 'surprise': 0.017873330041766167, 'fear_linguistic': 1.2, 'anger_linguistic': 1.2, 'disgust_linguistic': 1.2, 'neutral_linguistic': 1.2, 'fear_sentence_count': 1, 'anger_sentence_count': 1, 'disgust_sentence_count': 1, 'neutral_sentence_count': 1}",0.02350672520697117,0.0008010498131625354,0.8950545787811279,0.014686230570077896,0.0033072629012167454,0.04477078467607498,0.017873330041766167,1.2,1.2,1.2,0.0,1.2,0.0,0.0,1,1,1,0,1,0,0,fear,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: Please Jesus Loves you,946,11,text please jesus loves,positive,0.8467719554901123,0,"{'anger': 0.002965418854728341, 'disgust': 0.002272159093990922, 'fear': 0.0009330939501523972, 'joy': 0.020780062302947044, 'neutral': 0.9215260148048401, 'sadness': 0.023068219423294067, 'surprise': 0.028455018997192383, 'joy_linguistic': 1.0, 'love_linguistic': 1.0, 'joy_sentence_count': 1, 'love_sentence_count': 1}",0.002965418854728341,0.002272159093990922,0.0009330939501523972,0.020780062302947044,0.9215260148048401,0.023068219423294067,0.028455018997192383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,neutral,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: Please accept Jesus Christ into your hearts.,947,11,text please accept jesus christ hearts,positive,0.5601415634155273,0,"{'anger': 0.005384617950767279, 'disgust': 0.002567127114161849, 'fear': 0.0035115217324346304, 'joy': 0.008375951088964939, 'neutral': 0.921790599822998, 'sadness': 0.031415682286024094, 'surprise': 0.026954498142004013}",0.005384617950767279,0.002567127114161849,0.0035115217324346304,0.008375951088964939,0.921790599822998,0.031415682286024094,0.026954498142004013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: 😂😂 Allah saved his hoor 😂,949,11,text allah saved hoor,positive,0.4968012273311615,0,"{'anger': 0.004396842792630196, 'disgust': 0.0016086287796497345, 'fear': 0.0013384417397901416, 'joy': 0.050858285278081894, 'neutral': 0.7967304587364197, 'sadness': 0.024966703727841377, 'surprise': 0.12010058760643005}",0.004396842792630196,0.0016086287796497345,0.0013384417397901416,0.050858285278081894,0.7967304587364197,0.024966703727841377,0.12010058760643005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
