comment_text,original_line,clean_text,sentiment,confidence,topic,emotions,neutral,surprise,sadness,joy,fear,anger,disgust,neutral_linguistic,surprise_linguistic,sadness_linguistic,joy_linguistic,fear_linguistic,anger_linguistic,disgust_linguistic,neutral_sentence_count,surprise_sentence_count,sadness_sentence_count,joy_sentence_count,fear_sentence_count,anger_sentence_count,disgust_sentence_count,dominant_emotion
"Why u people generally blame the teachers? Just bcoz a handful are not performing as they should. Not to forget tht there are many tcers who are hardworking, worked overtime, worked beyond their capacities and limits to make sure their students were educated and perform well in their exams. Pls la stop blaming the tcers who always never fail to say NO to any ARAHAN given to them. Do not generalise your observation based on a handful incidents and examples. Do a proper research or study and present a paper to show ur results and conclusion.",303,people generally blame teachers bcoz handful performing forget tht many tcers hardworking worked overtime worked beyond capacities limits make sure students educated perform well exams pls stop blaming tcers always never fail say arahan given generalise observation based handful incidents examples proper research study present paper show results conclusion,negative,0.6855558454990387,0,"{'anger': 0.7529454827308655, 'sadness': 0.136868417263031, 'neutral': 0.06352321803569794, 'surprise': 0.028732018545269966, 'joy': 0.01400620024651289, 'disgust': 0.0021223791409283876, 'fear': 0.0018021495779976249, 'sadness_linguistic': 0.5, 'neutral_sentence_count': 1}",0.06352321803569794,0.028732018545269966,0.136868417263031,0.01400620024651289,0.0018021495779976249,0.7529454827308655,0.0021223791409283876,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,anger
"😅 You dont need a Phd to figure that out😅.  The rot started from 1968. Before that  , there exist top schools in every State n world class teachers. Today its more like kampong schools with 3rd world standards.",304,dont need phd figure rot started exist top schools every state world class teachers today like kampong schools world standards,negative,0.5091263651847839,-1,"{'neutral': 0.7797513604164124, 'surprise': 0.11243309080600739, 'anger': 0.0351007916033268, 'sadness': 0.030221903696656227, 'joy': 0.016892297193408012, 'fear': 0.015486227348446846, 'disgust': 0.010114374570548534}",0.7797513604164124,0.11243309080600739,0.030221903696656227,0.016892297193408012,0.015486227348446846,0.0351007916033268,0.010114374570548534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
Its all because of Quota system and discriminating passing marks for Muslims and non Muslims,305,quota system discriminating passing marks muslims non muslims,negative,0.7241753935813904,0,"{'neutral': 0.7588027715682983, 'anger': 0.08123139292001724, 'disgust': 0.07109390199184418, 'surprise': 0.03763042762875557, 'sadness': 0.02626313827931881, 'fear': 0.022719718515872955, 'joy': 0.0022585615515708923}",0.7588027715682983,0.03763042762875557,0.02626313827931881,0.0022585615515708923,0.022719718515872955,0.08123139292001724,0.07109390199184418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"it is not a failure. it is much better than many countries. to improve, you need to look at training and paying better salaries for good teachers",306,failure much better many countries improve need look training paying better salaries good teachers,positive,0.6850680708885193,-1,"{'neutral': 0.41028547286987305, 'sadness': 0.28070303797721863, 'surprise': 0.12690165638923645, 'joy': 0.08780694007873535, 'anger': 0.05032850056886673, 'fear': 0.028601352125406265, 'disgust': 0.015373076312243938}",0.41028547286987305,0.12690165638923645,0.28070303797721863,0.08780694007873535,0.028601352125406265,0.05032850056886673,0.015373076312243938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
Chinese primary and Chinese Independent School are much better.,307,chinese primary chinese independent school much better,positive,0.7642011046409607,0,"{'surprise': 0.4170279800891876, 'joy': 0.3305604159832001, 'neutral': 0.2237694412469864, 'sadness': 0.01593143865466118, 'anger': 0.006406890228390694, 'fear': 0.003933541011065245, 'disgust': 0.0023703165352344513}",0.2237694412469864,0.4170279800891876,0.01593143865466118,0.3305604159832001,0.003933541011065245,0.006406890228390694,0.0023703165352344513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,surprise
"Maybe what we really need is a new Education Minister, one who has a clear vision of our education FUTURE.",308,maybe really need new education minister one clear vision education future,neutral,0.6914616227149963,0,"{'neutral': 0.8629712462425232, 'surprise': 0.07053371518850327, 'sadness': 0.027626201510429382, 'fear': 0.013828115537762642, 'anger': 0.009373697452247143, 'joy': 0.009070822969079018, 'disgust': 0.006596134975552559, 'neutral_linguistic': 2.4, 'neutral_sentence_count': 1}",0.8629712462425232,0.07053371518850327,0.027626201510429382,0.009070822969079018,0.013828115537762642,0.009373697452247143,0.006596134975552559,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
Where got? Our religious studies is the best in the world. Better than Cambridge and Harvard.,309,got religious studies best world better cambridge harvard,positive,0.9602407217025757,0,"{'joy': 0.7119524478912354, 'neutral': 0.13999158143997192, 'surprise': 0.11898622661828995, 'sadness': 0.019912537187337875, 'anger': 0.00577196991071105, 'fear': 0.0026589196640998125, 'disgust': 0.0007263926090672612}",0.13999158143997192,0.11898622661828995,0.019912537187337875,0.7119524478912354,0.0026589196640998125,0.00577196991071105,0.0007263926090672612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy
"The moment they abolished the English medium of instruction, standard dropped and still dropping. Look at Singapore and Brunei, they still maintain their English medium of Education.",310,moment abolished english medium instruction standard dropped still dropping look singapore brunei still maintain english medium education,negative,0.7121192216873169,0,"{'sadness': 0.45046675205230713, 'neutral': 0.357287734746933, 'surprise': 0.14082299172878265, 'joy': 0.027269216254353523, 'anger': 0.017856307327747345, 'disgust': 0.003653153544291854, 'fear': 0.002643883926793933}",0.357287734746933,0.14082299172878265,0.45046675205230713,0.027269216254353523,0.002643883926793933,0.017856307327747345,0.003653153544291854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sadness
"You do know that the marking and grading of students in Malaysia is based on  race? The MM and NM are graded under different BELL CURVE 🔔 ... They are graded amongst themselves and you the NM amongst yourselves ... That's how good quality their students are and they're the ones to become the teachers in the local schools. That's why those parents (my friends) who knew this sent their children to overseas, Singapore or private schools. BTW 98.9% of their civil servants are their own people!",311,know marking grading students malaysia based race graded different bell curve graded amongst amongst thats good quality students theyre ones become teachers local schools thats parents friends knew sent children overseas singapore private schools btw civil servants people,neutral,0.794769287109375,-1,"{'joy': 0.7194233536720276, 'surprise': 0.18511924147605896, 'neutral': 0.07216958701610565, 'sadness': 0.01546531543135643, 'anger': 0.006137588527053595, 'fear': 0.001021903706714511, 'disgust': 0.0006630100542679429}",0.07216958701610565,0.18511924147605896,0.01546531543135643,0.7194233536720276,0.001021903706714511,0.006137588527053595,0.0006630100542679429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy
"😂😂😂    Really.....

Do we have quality teachers....",312,really quality teachers,negative,0.46492883563041687,0,"{'neutral': 0.5359417200088501, 'surprise': 0.25995805859565735, 'joy': 0.1546485871076584, 'anger': 0.02289372868835926, 'sadness': 0.01152341440320015, 'disgust': 0.007888207212090492, 'fear': 0.0071462467312812805, 'neutral_linguistic': 1.2, 'neutral_sentence_count': 1}",0.5359417200088501,0.25995805859565735,0.01152341440320015,0.1546485871076584,0.0071462467312812805,0.02289372868835926,0.007888207212090492,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"@…  If we don't, just don't send your children to school la, can or not? Homeschooling better.",313,dont dont send children school homeschooling better,neutral,0.562500536441803,0,"{'neutral': 0.5231239795684814, 'sadness': 0.35637927055358887, 'anger': 0.05337191000580788, 'surprise': 0.027818137779831886, 'disgust': 0.025337647646665573, 'joy': 0.007091365288943052, 'fear': 0.006877688691020012}",0.5231239795684814,0.027818137779831886,0.35637927055358887,0.007091365288943052,0.006877688691020012,0.05337191000580788,0.025337647646665573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
@…  you can do whatever you like... Nobody stopping you,314,whatever like nobody stopping,neutral,0.5772192478179932,-1,"{'anger': 0.5399254560470581, 'neutral': 0.3300052285194397, 'fear': 0.06974761188030243, 'joy': 0.021593812853097916, 'sadness': 0.015114398673176765, 'disgust': 0.012295116670429707, 'surprise': 0.011318422853946686}",0.3300052285194397,0.011318422853946686,0.015114398673176765,0.021593812853097916,0.06974761188030243,0.5399254560470581,0.012295116670429707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger
"This is the TRUTH. During my practicum, one older teacher told me the system has changed so much. She told me that back then, after she finished prepping for class and marking the books, she even had time to kopek bayam in the office to later cook at home. But now, there is just too much clerical work, programs, data entry, and PBD etc that she has to work all day and can't even sleep much at night every day. It is that bad. The statement ""teachers doing the work related to teaching (preping, marking) is about 20%-30% and the rest is a lot of nonsense work"" is true. Things really need to change or else, it is not possible for teacher to focus on teaching.",315,truth practicum one older teacher told system changed much told back finished prepping class marking books even time kopek bayam office later cook home much clerical work programs data entry pbd etc work day cant even sleep much night every day bad statement teachers work related teaching preping marking rest lot nonsense work true things really need change else possible teacher focus teaching,negative,0.6271304190158844,0,"{'neutral': 0.4627930521965027, 'surprise': 0.34961146116256714, 'sadness': 0.10137583315372467, 'anger': 0.04994232580065727, 'joy': 0.019950514659285545, 'fear': 0.01344590075314045, 'disgust': 0.002880906453356147, 'joy_linguistic': 1.2, 'neutral_linguistic': 2.4, 'joy_sentence_count': 1, 'neutral_sentence_count': 1}",0.4627930521965027,0.34961146116256714,0.10137583315372467,0.019950514659285545,0.01344590075314045,0.04994232580065727,0.002880906453356147,2.4,0.0,0.0,1.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,neutral
"True, as a student, I know how most of my teachers are passionate about teaching but most of the time they were abcent for a bunch of ridiculous stuff hosting this hosting that going forward trip this trip just so many excuses I tell you that my math teacher had already been absent for 2 weeks without teaching not bc she's sick or whatsoever but bc of another thing that doesn't have to do with PDP. My mom always said that the old teacher during her time was the best, I want the opportunity to be able to learn without having this useless program. One more thing is that I honestly think it was a great idea to study math and science in English even if it wasn't the best way as he said, but it was better than nothing bc than this student has to struggle to understand and push themselves years out from comfort zone. I hope the Ministry of Education will do something to improve education in Malaysia.",316,true student know teachers passionate teaching time abcent bunch ridiculous stuff hosting hosting going forward trip trip many excuses tell math teacher already absent weeks without teaching shes sick whatsoever another thing doesnt pdp mom always said old teacher time best want opportunity able learn without useless program one thing honestly think great idea study math science english even wasnt best way said better nothing student struggle understand push years comfort zone hope ministry education something improve education malaysia,negative,0.5044962614774704,-1,"{'joy': 0.8398391008377075, 'sadness': 0.19857361912727356, 'surprise': 0.14423251152038574, 'neutral': 0.08768676221370697, 'fear': 0.030365576967597008, 'anger': 0.026870019733905792, 'disgust': 0.0009975276188924909, 'neutral_linguistic': 0.5, 'sadness_linguistic': 0.5, 'joy_sentence_count': 1, 'love_sentence_count': 1, 'neutral_sentence_count': 1}",0.08768676221370697,0.14423251152038574,0.19857361912727356,0.8398391008377075,0.030365576967597008,0.026870019733905792,0.0009975276188924909,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,joy
"But it's the truth. Our teachers in Malaysia need such a low requirements only to be teachers. As you can see, in Malaysia , being teachers is MOSTLY last option. Because the requirements is quite easy.",317,truth teachers malaysia need low requirements teachers see malaysia teachers mostly last option requirements quite easy,negative,0.4735874533653259,0,"{'neutral': 0.8595922589302063, 'surprise': 0.10511163622140884, 'sadness': 0.015629373490810394, 'joy': 0.01004196796566248, 'anger': 0.005876770708709955, 'fear': 0.00213372684083879, 'disgust': 0.001614225097000599, 'sadness_linguistic': 1.2, 'sadness_sentence_count': 1}",0.8595922589302063,0.10511163622140884,0.015629373490810394,0.01004196796566248,0.00213372684083879,0.005876770708709955,0.001614225097000599,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,neutral
"At least we excel in some subjects, right? ;)",318,least excel subjects right,positive,0.9199995994567871,-1,"{'neutral': 0.9116849899291992, 'joy': 0.05242537334561348, 'surprise': 0.012388808652758598, 'anger': 0.011288128793239594, 'sadness': 0.006857018917798996, 'disgust': 0.0036347543355077505, 'fear': 0.0017208745703101158}",0.9116849899291992,0.012388808652758598,0.006857018917798996,0.05242537334561348,0.0017208745703101158,0.011288128793239594,0.0036347543355077505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
@…  The subject of entitlement and shiok sendiri.,319,subject entitlement shiok sendiri,neutral,0.6765335202217102,0,"{'neutral': 0.9294021129608154, 'surprise': 0.03320829197764397, 'anger': 0.014725892804563046, 'joy': 0.008154601790010929, 'disgust': 0.006184224970638752, 'sadness': 0.005442649591714144, 'fear': 0.002882221946492791}",0.9294021129608154,0.03320829197764397,0.005442649591714144,0.008154601790010929,0.002882221946492791,0.014725892804563046,0.006184224970638752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
Add maths once upon a time being taught in primary school but now only teach in secondary school…..this is example,320,add maths upon time taught primary school teach secondary schoolthis example,neutral,0.7163511514663696,0,"{'fear': 0.4005172550678253, 'neutral': 0.30596473813056946, 'joy': 0.10397017747163773, 'anger': 0.09338664263486862, 'surprise': 0.056062400341033936, 'disgust': 0.024903420358896255, 'sadness': 0.015195367857813835}",0.30596473813056946,0.056062400341033936,0.015195367857813835,0.10397017747163773,0.4005172550678253,0.09338664263486862,0.024903420358896255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear
well this is a country that recently has its young generation answering that Hitler should've won or was correct in history tests,321,well country recently young generation answering hitler shouldve correct history tests,negative,0.635198175907135,0,"{'surprise': 0.4926680624485016, 'neutral': 0.42621612548828125, 'joy': 0.03708227351307869, 'sadness': 0.031521499156951904, 'anger': 0.008511943742632866, 'fear': 0.0026040386874228716, 'disgust': 0.0013960577780380845}",0.42621612548828125,0.4926680624485016,0.031521499156951904,0.03708227351307869,0.0026040386874228716,0.008511943742632866,0.0013960577780380845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,surprise
Pisa la.. the lound loti.,322,pisa lound loti,neutral,0.7241009473800659,0,"{'neutral': 0.7045839428901672, 'surprise': 0.13385160267353058, 'joy': 0.08466117084026337, 'sadness': 0.05819787085056305, 'anger': 0.008780160918831825, 'fear': 0.007497989572584629, 'disgust': 0.0024272261653095484}",0.7045839428901672,0.13385160267353058,0.05819787085056305,0.08466117084026337,0.007497989572584629,0.008780160918831825,0.0024272261653095484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"Im watching this as im taling my SPM test and I agree with all of yours points but i think its mostly because of the lack of interest in students in learning in general. Like me i took Stem subject and i wanted to learn chemisty fizik and PSV but i was forced to take physics, chemistry, addmaths and biology and take PSV as a side subject rounding up all my subjects to 10 making me less focus on subject i wanted to learn but split my focus learning addmaths.",323,watching taling spm test agree points think mostly lack interest students learning general like took stem subject wanted learn chemisty fizik psv forced take physics chemistry addmaths biology take psv side subject rounding subjects making less focus subject wanted learn split focus learning addmaths,negative,0.5013982057571411,0,"{'surprise': 0.27546125650405884, 'neutral': 0.26269760727882385, 'joy': 0.2589837908744812, 'sadness': 0.1714950054883957, 'anger': 0.02678230218589306, 'fear': 0.003712994745001197, 'disgust': 0.0008670797687955201}",0.26269760727882385,0.27546125650405884,0.1714950054883957,0.2589837908744812,0.003712994745001197,0.02678230218589306,0.0008670797687955201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,surprise
"How to improve our education system if the policy is changing every year or two. At anytime the current government could topple and being replaced by Tom, Dick and Harry. Until we get a very stable government that could only being replaced in 5 years or so, we should just hope that things goes well.",324,improve education system policy changing every year two anytime current government could topple replaced tom dick harry get stable government could replaced years hope things goes well,negative,0.5643919706344604,0,"{'joy': 0.6746048331260681, 'neutral': 0.22249262034893036, 'surprise': 0.03977789357304573, 'anger': 0.033288728445768356, 'sadness': 0.025922084227204323, 'fear': 0.0026585343293845654, 'disgust': 0.0012552603147923946}",0.22249262034893036,0.03977789357304573,0.025922084227204323,0.6746048331260681,0.0026585343293845654,0.033288728445768356,0.0012552603147923946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy
"Year in Year out, we see and hear of this sad state of affairs in our education system . All it takes is the authorities and the people who sets policies, come to this  forum and  read the comments here, they will be able  to know what is wrong in  our education system. Who has the courage to really do what is right ??????",326,year year see hear sad state affairs education system takes authorities people sets policies come forum read comments able know wrong education system courage really right,negative,0.8711362481117249,0,"{'sadness': 0.9691707491874695, 'surprise': 0.0194337647408247, 'joy': 0.004768137354403734, 'neutral': 0.002950256923213601, 'anger': 0.0018879763083532453, 'fear': 0.0011938130483031273, 'disgust': 0.0005952712963335216, 'sadness_linguistic': 1.2, 'anger_linguistic': 1.2, 'neutral_linguistic': 1.2, 'sadness_sentence_count': 1, 'anger_sentence_count': 1, 'neutral_sentence_count': 1}",0.002950256923213601,0.0194337647408247,0.9691707491874695,0.004768137354403734,0.0011938130483031273,0.0018879763083532453,0.0005952712963335216,1.2,0.0,1.2,0.0,0.0,1.2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,sadness
"As a Chinese Malaysian student, I’d like to say something… 
   I have some friends who are very bad at their academics. But it’s not always their fault that they’re not learning better. It’s not the problem with the teachers either. (I know that since my mum is a government school teacher). 
  It’s just that there are not much teachers that have the patience to actually get a students with bad grades to excel. Teachers are tired from paperworks and meetings and grading books and some of them don’t have the motive to ACTUALLY teach?! 
  But don’t blame teachers, technology is a part of Malaysia’s edu system’s downfall. Apps like YouTube and TikTok are affecting students grades and time management is nono good. 
  So, some students have LEARNING PROBLEMS. But there are only learning aids for students who CAN’T SPEAK MALAY or MATHS NO GOOD. My friend is one of those who can read Malay and is not bad at Maths but he has a learning disorder. He just can’t sit still and listen. And he can’t learn.
  Communication is an essential part in learning, if you can’t communicate or listen, it’ll be very hard to understand. I study in a Chinese school and some students there are Malay, Indian or Orang Asli. Only a few can use Chinese fluently, while some others are very good at English or Malay. 
  If you are a student you notified about the education news, you might know that your Malay and Sejarah have to pass if you want to skip Pre-Secondary level to Form 1 (Malay only) and pass SPM (Malay and Sejarah). But it doesn’t really help with the communication barrier. Like I said, some non Chinese also study in Chinese school but some core subjects like Chinese, Maths, Science and Sejarah (Yes, it’s a core subject now) is learnt in Chinese in Malaysian Chinese Primary Schools. 

Well, this are just some stuff I observed as I student in Primary School and a son of a Primary teacher. I am turning 11 this year and hope our education system will improve.",327,chinese malaysian student like say something friends bad academics always fault theyre learning better problem teachers either know since mum government school teacher much teachers patience actually get students bad grades excel teachers tired paperworks meetings grading books dont motive actually teach dont blame teachers technology part malaysias edu systems downfall apps like youtube tiktok affecting students grades time management nono good students learning problems learning aids students cant speak malay maths good friend one read malay bad maths learning disorder cant sit still listen cant learn communication essential part learning cant communicate listen itll hard understand study chinese school students malay indian orang asli use chinese fluently others good english malay student notified education news might know malay sejarah pass want skip presecondary level form malay pass spm malay sejarah doesnt really help communication barrier like said non chinese also study chinese school core subjects like chinese maths science sejarah yes core subject learnt chinese malaysian chinese primary schools well stuff observed student primary school son primary teacher turning year hope education system improve,negative,0.766610711812973,0,"{'sadness': 0.5706589221954346, 'anger': 0.324850469827652, 'surprise': 0.30854520201683044, 'neutral': 0.39875108003616333, 'joy': 0.25739723443984985, 'fear': 0.004802215378731489, 'disgust': 0.001808744971640408, 'sadness_linguistic': 1.2, 'neutral_linguistic': 3.5999999999999996, 'sadness_sentence_count': 1, 'neutral_sentence_count': 1}",0.39875108003616333,0.30854520201683044,0.5706589221954346,0.25739723443984985,0.004802215378731489,0.324850469827652,0.001808744971640408,3.5999999999999996,0.0,1.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,neutral
Sorry ah nothing will change. Good video though. Hope you got the monetisation revenue.,328,sorry nothing change good video though hope got monetisation revenue,positive,0.5601107478141785,0,"{'sadness': 0.44710856676101685, 'joy': 0.34783270955085754, 'neutral': 0.10802362114191055, 'surprise': 0.08962347358465195, 'anger': 0.003956278786063194, 'disgust': 0.0017800063360482454, 'fear': 0.0016752473311498761, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.10802362114191055,0.08962347358465195,0.44710856676101685,0.34783270955085754,0.0016752473311498761,0.003956278786063194,0.0017800063360482454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sadness
"One of the main problems might be language
Many students in malaysia can't even speak proper malay (i'm not rlly good but average) So students who can afford private schools just decide to go there since it'll be easier. plus speaking as a student most of what the curriculum teach us here is just how to memorize sh!t so you pass your exams and unecessary stuff.
so basically unless your parents/ teachers put extra effort into preparing actual material or you go to some tuitions,You're screwed for middle school.",329,one main problems might language many students malaysia cant even speak proper malay rlly good average students afford private schools decide since itll easier plus speaking student curriculum teach memorize sht pass exams unecessary stuff basically unless parents teachers put extra effort preparing actual material tuitionsyoure screwed middle school,negative,0.7117891311645508,0,"{'sadness': 0.4859863221645355, 'anger': 0.3175605535507202, 'neutral': 0.0833619236946106, 'joy': 0.06432607769966125, 'surprise': 0.03679545223712921, 'disgust': 0.0071813673712313175, 'fear': 0.004788329359143972, 'anger_linguistic': 1.0, 'neutral_linguistic': 2.0, 'anger_sentence_count': 1, 'neutral_sentence_count': 1}",0.0833619236946106,0.03679545223712921,0.4859863221645355,0.06432607769966125,0.004788329359143972,0.3175605535507202,0.0071813673712313175,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,neutral
"Our MOE is more interested in changing the color of the shoes, wearing sports attire every day, no outdoor sports when its a little hot, etc They thought by doing this, it will improve their grades and performance.😂 The removal of exams in year 1 to 3 is also another joke. Also, how can our education standards drop when we have the highest number of phd grads. 😂",330,moe interested changing color shoes wearing sports attire every day outdoor sports little hot etc thought improve grades performance removal exams year also another joke also education standards drop highest number phd grads,neutral,0.4985935389995575,0,"{'joy': 0.5199056267738342, 'surprise': 0.33853834867477417, 'neutral': 0.07960721850395203, 'sadness': 0.0521966852247715, 'anger': 0.007455689366906881, 'disgust': 0.0012409556657075882, 'fear': 0.001055483939126134, 'neutral_linguistic': 1.0, 'neutral_sentence_count': 1}",0.07960721850395203,0.33853834867477417,0.0521966852247715,0.5199056267738342,0.001055483939126134,0.007455689366906881,0.0012409556657075882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"UEC is the way to go. Immense hard work, but it's an honest and valuable approach.",331,uec way immense hard work honest valuable approach,positive,0.7571383118629456,3,"{'neutral': 0.5889451503753662, 'joy': 0.27759870886802673, 'anger': 0.06607013195753098, 'surprise': 0.03676198422908783, 'sadness': 0.013431279920041561, 'fear': 0.01022954098880291, 'disgust': 0.006963162682950497}",0.5889451503753662,0.03676198422908783,0.013431279920041561,0.27759870886802673,0.01022954098880291,0.06607013195753098,0.006963162682950497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
Find out why Chinese and tamil schools prosper,332,find chinese tamil schools prosper,positive,0.618845522403717,0,"{'joy': 0.8900259137153625, 'neutral': 0.07836010307073593, 'surprise': 0.022453248500823975, 'anger': 0.004143878351897001, 'sadness': 0.0033154916018247604, 'disgust': 0.0012488208012655377, 'fear': 0.000452497013611719}",0.07836010307073593,0.022453248500823975,0.0033154916018247604,0.8900259137153625,0.000452497013611719,0.004143878351897001,0.0012488208012655377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy
Divide and rule. Religion is the opium of the masses. Control people with fear of God and promise of heaven and you destroy them,333,divide rule religion opium masses control people fear god promise heaven destroy,negative,0.8589200377464294,0,"{'fear': 0.955290675163269, 'anger': 0.018891332671046257, 'neutral': 0.014404057525098324, 'sadness': 0.004866966512054205, 'joy': 0.002678695833310485, 'disgust': 0.0024829411413520575, 'surprise': 0.0013853125274181366}",0.014404057525098324,0.0013853125274181366,0.004866966512054205,0.002678695833310485,0.955290675163269,0.018891332671046257,0.0024829411413520575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear
We have a extremely weak education minister. As long as Malays head these important posts it will be religious based downfall of education. Find out why rich Malay parents send their children to international schools. Then you can solve the problem,334,extremely weak education minister long malays head important posts religious based downfall education find rich malay parents send children international schools solve problem,negative,0.8751005530357361,-1,"{'sadness': 0.7420772910118103, 'surprise': 0.09784842282533646, 'neutral': 0.06059892475605011, 'joy': 0.058567121624946594, 'anger': 0.030121799558401108, 'fear': 0.008174293674528599, 'disgust': 0.0026121255941689014, 'sadness_linguistic': 1.2, 'sadness_sentence_count': 1}",0.06059892475605011,0.09784842282533646,0.7420772910118103,0.058567121624946594,0.008174293674528599,0.030121799558401108,0.0026121255941689014,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sadness
I'd blame the ministry of education that have no sense of education at all n they kept blaming the teacher for failing to teach but the problem is actually from them for not consistent n very unnecessary complicated failing education system,335,blame ministry education sense education kept blaming teacher failing teach problem actually consistent unnecessary complicated failing education system,negative,0.9152503609657288,-1,"{'sadness': 0.5618888139724731, 'anger': 0.2552993893623352, 'neutral': 0.11898353695869446, 'surprise': 0.03220295533537865, 'disgust': 0.024682804942131042, 'joy': 0.0039758323691785336, 'fear': 0.0029666482005268335, 'neutral_linguistic': 1.0, 'neutral_sentence_count': 1}",0.11898353695869446,0.03220295533537865,0.5618888139724731,0.0039758323691785336,0.0029666482005268335,0.2552993893623352,0.024682804942131042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
